numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
1099-01,1993-10-15,Mensaje,Otorga determinados beneficios a los propietarios de predios derivados del proceso de Reforma Agraria.,19353,1994-11-21
920-01,1993-01-28,Moción,Modifica el artículo 5º transitorio de la ley Nº 18.892 ley general de pesca y acuicultura.,19348,1994-11-19
859-07,1992-11-12,Mensaje,Crea la Academia Judicial,19346,1994-11-18
1380-05,1994-10-04,Mensaje,Proyecto de ley que modifica la Ley sobre impuestos a la renta en lo relativo al Régimen de Participación en los Gananciales.,19347,1994-11-17
1120-13,1993-11-16,Mensaje,Establece y modifica diversas normas sobre seguridad social.,19350,1994-11-14
1319-08,1994-08-16,Mensaje,Prorroga de pago de patentes mineras.,19349,1994-11-11
998-13,1993-05-21,Mensaje,"Dispone aplicaciones de la ley Nº 16.744, sobre seguro social, contra riesgos de accidentes del trabajo y enfermedades profesionales a los trabajadores del sector público que indica.",19345,1994-11-07
1164-10,1994-03-09,Mensaje,"Proyecto de acuerdo sobre el convenio de promocion y protección reciproca de inversiones, suscrito con el Reino de Noruega el 01 de Junio 1993.",1119,1994-11-04
910-01,1993-01-28,Mensaje,Regula el derecho de los obtentores de  nuevas variedades de vegetales.,19342,1994-11-03
1244-07,1994-06-21,Mensaje,Erradicación de personas menores de edad de establecimientos penitenciarios de adultos.,19343,1994-10-31
1403-13,1994-10-11,Mensaje,Modifica la letra f) del Artículo 13 Transitorio del Código del Trabajo.,19344,1994-10-31
1287-05,1994-07-19,Mensaje,"Proyecto de ley que modifica le ley Nº 19.288, sobre almacenes de venta libre.",19341,1994-10-27
853-10,1992-11-10,Mensaje,Acuerdo relativo a la Convención sobre la protección fisica de los materiales Nucleares.,1121,1994-10-17
1130-06,1994-01-04,Mensaje,Crea la comuna de Padre Hurtado.,19340,1994-10-17
1052-09,1993-08-03,Mensaje,"Modifica la ley Nº 18.878, que establece un subsidio al pago de consumo de agua potable y servicio de alcantarillado de aguas servidas.",19338,1994-10-07
454-07,1991-08-21,Moción,"Dicta normas para establecer la conciliación previa antes de iniciar cualquier proceso, salvo las excepciones legales.",19334,1994-10-07
1264-05,1994-07-05,Mensaje,Posterga la aplicación de los reavalúos de los bienes agrícolas y no agrícolas.,19339,1994-10-05
1333-03,1994-08-30,Mensaje,"Proyecto de ley que modifica el D.L. N° 211, de 1973, sobre normas para la defensa de la libre competencia.",19336,1994-09-29
1008-10,1993-06-04,Mensaje,Acuerdo relativo a la enmienda de los artículo X y XVI del acuerdo de sede suscrito entre el Gobierno de la República de Chile y la  Facultad  Latinoamericana de  Ciencias  Sociales.,1029,1994-09-24
744-10,1992-07-08,Mensaje,"Proyecto de acuerdo de sede entre el gobierno de la Republica de Chile y la Facultad Latinoamericana de Ciencias Sociales, (FLACSO) suscrito en Santiago, el 6 de mayo de 1992.",1029,1994-09-24
432-07,1991-08-06,Mensaje,Modifica el Código Civil en materia de régimen patrimonial de matrimonio y otros cuerpos legales que indica.,19335,1994-09-23
1336-05,1994-08-30,Mensaje,Otorga aguinaldo de Fiestas Patrias a los trabajadores que indica.,19337,1994-09-14
1175-07,1994-03-22,Moción,"Concede por gracia la Nacionalidad Chilena a los Religiosos señores Baldo Santi Lucherini, Josse Van Der Rest Emse, y a don Anacleto Angelini Fabri",19322,1994-09-12
1141-13,1994-01-19,Mensaje,Sustituye las plantas del personal de la Superintendencia de Seguridad  Social.,19328,1994-09-06
398-07,1991-07-04,Moción,"Modifica el Decreto Ley Nº 3.607, DE 1981, sobre normas, que rigen el funcionamiento de vigilantes privados.",19329,1994-09-05
259-07,1991-01-10,Mensaje,Reprime desórdenes y hechos de violencia cometidos en estadios y otros centros deportivos con ocasión de espectáculos públicos,19327,1994-08-31
895-04,1992-12-21,Moción,"Autoriza erigir dos monumentos en memoria de Juana Fernández Solar, Sor Teresa de los Andes.",19326,1994-08-29
1024-01,1993-07-07,Mensaje,"Modifica la ley Nº 18.450, sobre fomento de la inversión privada en obras de riego y drenaje.",19316,1994-08-29
1315-05,1994-08-09,Mensaje,Otorga aguinaldo de Fiestas patrias a los pensionados que indica.,19333,1994-08-29
911-04,1993-01-28,Moción,Dispone erigir un monumento en homenaje a la memoria de Juanita Fernandez  Solar Sor Teresa de Los Andes.,19331,1994-08-29
451-07,1991-08-21,Moción,Violencia Intrafamiliar.,19325,1994-08-27
1205-07,1994-05-18,Mensaje,Sobre Maltrato de Menores,19324,1994-08-26
1273-06,1994-07-07,Moción,"Establece el día 26 de Agosto de 1994, como feriado para la ciudad de La Serena.",19332,1994-08-24
1314-15,1994-08-09,Mensaje,Modifica el artículo 3º transitorio de la ley Nº 19.302 de Telecomunicaciones.,19330,1994-08-22
1039-03,1993-07-20,Moción,"Modifica el Inciso 3º del Art. 124, Ley General de pesca y acuicultura, con el objeto de otorgar competencia al juzgado civil de Arica por la infracciones que señala.",19323,1994-08-18
848-02,1992-11-03,Mensaje,"Sustituye artículo 26 de la ley N° 16.466, relativo a facultades de la Caja de Previsión de la Defensa Nacional y de la Dirección de Previsión de Carabineros de Chile.",19320,1994-08-11
175-07,1990-10-04,Moción,Modifica el Código de Procedimiento Civil en lo relativo a las relaciones de las causas y ordena los alegatos de las mismas.,19317,1994-08-08
1144-02,1994-01-25,Mensaje,Modifica la Planta de Oficiales de la Armada.,19318,1994-08-06
1243-06,1994-06-21,Mensaje,Prorroga el plazo para ejercer facultades delegadas para adecuar plantas de personal de las municipalidades.,19321,1994-08-06
1186-03,1994-04-19,Mensaje,"Deroga determinadas disposiciones de la ley N° 18.773, que transforma la Empresa Marítima del Estado en sociedad anónima.",19319,1994-08-03
779-04,1992-08-20,Moción,"Dispone erigir dos monumentos en memoria del Padre Alberto Hurtado Cruchaga, uno en Santiago, comuna de  Estación Central y otro en Viña del Mar.",19314,1994-07-25
139-07,1990-09-06,Mensaje,"Modifica el Decreto Ley Nº 258, de 1974, sobre Radio Nacional de Chile.",19315,1994-07-25
595-07,1992-01-08,Moción,"Deroga disposiciones de la Ley Nº 11.625, sobre Estados antisociales y medidas de Seguridad.",19313,1994-07-21
1142-11,1994-01-19,Mensaje,Transfiere el dominio de bien raíz al Servicio de Salud Metropolitana Sur-Oriente.,19310,1994-07-16
356-04,1991-05-16,Moción,"DISPONE ERIGIR TRES MONUMENTOS, UNO EN LA CIUDAD DE SANTIAGO, UNO EN LA CIUDAD DE VALPARAISO Y UNO EN LA CIUDAD DE PUNTA ARENAS, EN MEMORIA DEL EX PRESIDENTE DE LA REPUBLICA DON SALVADOR ALLENDE GOSSENS.",19311,1994-07-11
1040-04,1993-07-20,Moción,Autoriza la erección de un monumento en la ciudad de Valdivia en  homenaje a Fray Camilo Henríquez.,19309,1994-07-11
1220-15,1994-06-07,Moción,"Modifica el artículo 4º Transitorio de la Ley Nº 19.302, excluyendo a la Provincia de Talagante de las zonas primarias de servicios públicos de telefonía. (refundido con boletín 1226-15)",19312,1994-07-08
1103-11,1993-10-05,Mensaje,Normaliza las plantas de personal del sector salud.,19308,1994-06-27
1201-13,1994-05-12,Mensaje,Reajusta el monto de ingreso mínimo mensual de las asignaciones familiares y maternales y de las pensiones asistenciales que indica.,19307,1994-05-31
1125-07,1993-12-14,Mensaje,Aumento de remuneraciones del Poder Judicial y otras normas relativas a secretarios de Juzgados de Letras que no sean abogados.,19306,1994-05-25
656-10,1992-04-08,Mensaje,"APRUEBA EL TRATADO CONSTITUCIONAL DE LA ORGANIZACION DEL CONVENIO ANDRES BELLO DE INTEGRACION EDUCATIVA, CIENTIFICA, TECNOLOGIA Y CULTURAL.",1519,1994-05-05
680-07,1992-05-06,Moción,Maltrato de menores,19304,1994-04-29
1135-04,1994-01-05,Mensaje,Modifica los estatutos de las Universidades estatales en materia de elecciones de rector y establece normas para la adecuación de los mismos,19305,1994-04-23
565-07,1991-12-10,Mensaje,"Establece  obligaciones a entidades que indica, en materia de seguridad pública.",19303,1994-04-13
508-10,1991-11-02,Mensaje,"Aprueba el Tratado sobre registro internacional de obras individuales y su reglamento, suscrito por el gobierno de la Republica de Chile, en Ginebra, el 18 de Abril de 1989",1539,1994-03-22
905-10,1993-01-20,Mensaje,"Convenio de Cooperación en materia de desarrollo urbano y viviendas, suscrito con Costa Rica, el 6 de Mayo de 1992.",1557,1994-03-21
904-10,1993-01-20,Mensaje,"Aprueba el Convenio General de cooperación económica, comercial,científica,  técnica, social, turistica y cultural, suscrito en Costa Rica el 06 de Marzo de 1992.",1557,1994-03-21
909-05,1993-01-27,Mensaje,"Modifica las leyes de mercado de valores, de administración de fondos mutuos, de fondos de inversiones, de fondos de pensiones, de compañías de seguros, y otras materias que indica.",19301,1994-03-19
696-06,1992-05-20,Mensaje,Establece normas sobre asociaciones de funcionarios de la Administración del Estado.,19296,1994-03-14
1092-07,1993-09-14,Mensaje,"Crea juzgados y cargos que indica y modifica composiciones de Cortes de Apelaciones que señala y disposiciones que indica, del Código Orgánico de Tribunales y de la Ley Nº 18.776.",19298,1994-03-12
947-13,1993-03-30,Mensaje,Modifica la base de cálculo de los subsidios maternales.,19299,1994-03-12
1022-15,1993-06-22,Mensaje,Modifica ley Nº 18.168 ley General de Telecomunicaciones.,19302,1994-03-10
1129-05,1993-12-15,Mensaje,Fija plantas de personal de los funcionarios del Congreso Nacional.,19297,1994-03-09
808-12,1992-09-16,Mensaje,Bases del Medio Ambiente.,19300,1994-03-09
1115-07,1993-11-03,Mensaje,Concede por gracia nacionalidad chilena  al religioso Señor Francis Anthony Provenzano,19291,1994-03-07
1126-07,1993-12-14,Mensaje,Reforma Constitucional que reduce la duración del mandato del Presidente de la República.,19295,1994-03-04
1107-08,1993-10-19,Mensaje,Prorroga el pago de patentes mineras.,19294,1994-03-03
632-10,1992-03-18,Mensaje,PROYECTO DE ACUERDO QUE APRUEBA EL PROTOCOLO II DE LA CONVENCION DE PROHIBICION DE LA PESCA CON REDES DE DERIVA Y DE GRAN ESCALA EN EL PACIFICO SUR.,1516,1994-03-03
796-10,1992-09-15,Mensaje,"Aprueba el protocolo a la convención internacional  para la regulación de la caza de Ballenas, de 1946.",1513,1994-03-03
862-10,1992-11-12,Mensaje,"Convenio Básico de Cooperación Economica, Industrial y Tecnológica entre la República de Chile y la República de Finlandia",1512,1994-03-03
367-10,1991-06-04,Mensaje,"ACUERDO SOBRE PREVENCION, CONTROL, FISCALIZACION Y REPRESION DEL CONSUMO INDEBIDO Y TRAFICO ILICITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTROPICAS, SUSCRITO CON LA REPUBLICA ORIENTAL DEL URUGUAY, EL 22 DE MARZO DE 1991.",1514,1994-03-02
509-10,1991-10-02,Mensaje,"ACUERDO RELATIVO A LOS ESTATUTOS DE LA ORGANIZACION DE ESTADOS IBEROAMERICANOS, PARA LA EDUCACION, LA CIENCIA Y LA CULTURA, APROBADOS EN LA CIUDAD DE PANAMA, EL 2 DE DICIEMBRE DE 1985.",1520,1994-03-01
237-10,1991-01-08,Mensaje,"ACUERDO RELATIVO AL CONVENIO DE COOPERACIÓN CIENTIFICA, TECNICA Y TECNOLOGÍA, SUSCRITOS ENTRE LOS GOBIERNOS DE LA REPUBLICA DE CHILE Y DE LA REPUBLICA FEDERATIVA DEL BRASIL, EL 26 JULIO DE 1990.",1548,1994-02-28
932-10,1993-03-04,Mensaje,"Acuerdo relativo al convenio sobre supresión de visas para los titulares de pasaportes diplomáticos   y oficiales, concertado con el Gobierno de los Estados Unidos Mexicanos, por notas suscritas en Santiago el 1º de Octubre de 1991.",1578,1994-02-28
880-10,1992-12-09,Mensaje,"Acuerdo relativo al Convenio sobre ejercicio de actividades remuneradas por parte de los dependientes del personal diplomático, consular, administrativo y técnico, celebrado con Costa Rica",1377,1994-02-21
877-09,1992-12-09,Mensaje,Otorga atribuciones que indica a la Superintendencia de Servicios Sanitarios.,19290,1994-02-18
964-12,1993-04-14,Mensaje,Termina proceso de asignación de sitios en el sector de Canteras en VIII Región.,19286,1994-02-14
886-07,1992-12-15,Moción,Concede amnistÍa a  infractores de las Normas sobre reclutamiento y Movilización de las Fuerzas Armadas.,19292,1994-02-11
1049-09,1993-08-03,Mensaje,"Autoriza a Sociedad Agrícola y Servicios Isla de Pascua Limitada para desarrollar actividades que señala, y modifica decreto con fuerza de ley Nº 382, del Ministerio de Obras Públicas.",19293,1994-02-11
969-05,1993-04-15,Mensaje,Autoriza el establecimiento de almacenes de venta libre.,19288,1994-02-09
976-07,1993-05-05,Mensaje,"Modifica la planta de personal de Gendarmería de Chile, traspasa al patronato Nacional de reos la administración de establecimientos educacionales que funcionan en recintos penales y otorga facultad al director nacional de Gendarmería de Chile para reincorporar personal al servicio.",19285,1994-02-05
257-10,1991-01-10,Mensaje,"ACUERDO RELATIVO AL CONVENIO DE COOPERACIÓN ECONOMICA, INDUSTRIAL, CIENTIFICA - TECNOLOGICA, TECNICA Y CULTURAL SUSCRITO CON EL GOBIERNO DE ITALIA, EL 8 DE NOVIEMBRE DE 1990.",1424,1994-02-04
938-04,1993-03-16,Mensaje,Modifica la ley Nº 18.591 y establece normas sobre fondos solidarios de crédito universitario.,19287,1994-02-04
321-10,1991-04-09,Mensaje,"ACUERDO RELATIVO AL CONVENIO SUSCRITO CON EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA, POR CAMBIO DE NOTAS DE FECHAS 6 DE AGOSTO Y 4 DE DICIEMBRE DE 1990, SOBRE EXENCIÓN DE IMPUESTOS A LAS OPERACIONES DE AERONAVES.",1380,1994-02-04
366-10,1991-06-04,Mensaje,"ACUERDO RELATIVO AL CONVENIO QUE MODIFICA EL ACUERDO DE TRANSPORTE MARITIMO CHILENO - BRASILEÑO DE 1974, SUSCRITO POR CAMBIO DE NOTAS DE FECHA 10 DE OCTUBRE DE 1980.",1172,1994-01-25
400-15,1991-07-09,Mensaje,"Modifica la ley Nº 18.168, Ley General de Telecomunicaciones.",19277,1994-01-20
752-11,1992-07-23,Mensaje,Plena integración social de las personas con discapacidad,19284,1994-01-14
983-10,1993-05-12,Mensaje,"Convenio entre el Gobierno de la República de Chile y el Gobierno de la República de Alemania, sobre pensiones y su protocolo suscritos en Bonn el 05 de marzo de 1993.",1378,1994-01-07
879-10,1992-12-09,Mensaje,Acuerdo relativo al Convenio Comercial entre la República de Chile y la República de Indonesia.,1176,1994-01-05
668-01,1992-04-15,Mensaje,"Modifica la Ley Nº 18.755, sobre organización y  atribuciones del Servicio Agrícola y Ganadero, SAG y deroga otras disposiciones legales.",19283,1994-01-05
893-03,1992-12-16,Mensaje,Dicta normas sobre acreditamiento y supervisión de organismos de certificación oficial de calidad de productos hortofrutícolas exportados a comunidades Europeas y a otros estados,19282,1994-01-04
249-10,1991-01-07,Mensaje,"Acuerdo relativo al  Convenio que autoriza a los familiares del personal diplomático, consular, administrativo y tecnico de las Misiones Diplomáticas y Consulares, desarrollar actividades remuneradas en el país receptor, suscrito con el gobierno de la República de Argentina el 29 de Agosto 1990.",1174,1993-12-30
695-10,1992-05-20,Mensaje,"Acuerdo entre la República de Chile y la República de El Salvador sobre prevención, control, fiscalización y represión del uso indebido y tráfico ilícito de estupefacientes y sustancias psicotrópicas y sus precursores y productos químicos específicos.",1066,1993-12-29
505-10,1991-10-02,Mensaje,"ACUERDO RELATIVO AL CONVENIO COOPERACION COMERCIAL Y ECONOMICA, TECNICA Y CIENTIFICA SUSCRITO CON EL GOBIERNO DE TURQUIA, EN ANKARA, EL 9 DE OCTUBRE DE 1989.",1057,1993-12-29
817-10,1992-10-06,Mensaje,Aprueba el Convenio basico de cooperación técnica y científica suscrito con la República de Paraguay.,1013,1993-12-27
1077-05,1993-08-01,Mensaje,Destina recursos para el desarrollo de la XII Región de Magallanes y de la Antártica Chilena.,19275,1993-12-27
607-14,1992-01-21,Mensaje,Establece normas para arrendamiento de vivienda con promesa de compraventa.,19281,1993-12-27
728-10,1992-06-11,Mensaje,"Acuerdo celebrado entre el Gobierno de la República de Chile y el Gobierno de la República Oriental del Uruguay, por el cual se autoriza a los familiares dependientes del personal diplomático, consular y administrativo de las misiones diplomáticas y consulares acreditados en ambos paises, para desarrollar actividades remuneradas.",1033,1993-12-24
506-10,1991-10-02,Mensaje,"ACUERDO RELATIVO AL CONVENIO DE COOPERACION TECNICA Y CIENTIFICA, SUSCRITO CON EL GOBIERNO DE LA REPUBLICA DE KENYA, EN NAIROBI, EL 19 DE FEBRERO DE 1991",1010,1993-12-23
1027-02,1993-07-07,Mensaje,Modifica Estatuto. personal de las Fuerzas Armadas para aumentar a 44 horas semanales la jornada de los profesores civiles de las Fuerzas Armadas.,19276,1993-12-20
971-13,1993-09-07,Mensaje,Faculta a los trabajadores de la empresa de Correos de Chile y a los vigilantes de la  Empresa  Portuaria de Chile para negociar colectivamente.,19279,1993-12-18
821-06,1992-10-14,Mensaje,Plantas de personal de las Municipalidades.,19280,1993-12-16
1121-04,1993-11-16,Mensaje,Otorga los beneficios que señala a los profesionales de la educación regidos por la ley Nº 19.070.,19278,1993-12-13
965-04,1993-04-14,Mensaje,"Concede el derecho a percibir subvención educacional conforme al D.F.L. Nº 5, de 1992, del Ministerio de Educación y otorga otros beneficios a las instituciones que señala.",19271,1993-12-13
1094-17,1993-09-14,Mensaje,Prorroga el plazo para resolver casos a que se refiere el Nº 4 del artículo 2º de la ley Nº 19.123.,19274,1993-12-12
1016-09,1993-06-15,Moción,"Autoriza a la Dirección de Vialidad para adquirir maquinarias que indica y entregarla en comodato a las personas juridicas que señala domiciliadas en la VIII, IX y X Regiones",19265,1993-12-10
273-06,1991-01-15,Moción,Otorga facilidades a extranjeros residentes.,19273,1993-12-09
1109-13,1993-10-20,Mensaje,Introduce modificaciones a la ley Nº 19.250.,19272,1993-12-09
343-06,1991-04-23,Moción,"Modifica el Decreto Ley Nº 1.094, de 1975, en lo que se refiere al egreso del país de los extranjeros.",19273,1993-12-09
1030-05,1993-07-07,Mensaje,"Perfecciona y rectifica disposiciones tributarias de la ley sobre impuesto a la renta, del Nº 825, de 1974, y ley Nº 18.841.",19270,1993-12-06
603-13,1992-01-16,Mensaje,Establece y modifica normas previsionales y sobre procedimientos en juicios que indica,19260,1993-12-04
724-10,1992-06-10,Mensaje,"Acuerdo relativo al convenio sobre cooperación financiera suscrito con la República  Federal de  Alemania, en  Santiago el 3 de Agosto de 1990",1034,1993-12-03
729-10,1992-06-11,Mensaje,Promulga el acuerdo entre el Gobierno de la República de Chile y el Gobierno de la Confederación Suiza sobre otorgamiento de un financiamiento mixto y su anexo I y II,1015,1993-12-02
1076-02,1993-08-31,Mensaje,"Modifica el artículo 27, de la ley N° 16.468, relativo al nombramiento como detectives de los aspirantes de la Escuela de Investigaciones.",19268,1993-11-30
242-10,1991-01-04,Mensaje,Relativo al tratado de extradición y asistencia jurídica entre El Gobierno de Chile y el Gobierno de los Estados Unidos Mexicanos,1011,1993-11-30
294-10,1991-03-05,Mensaje,"Convenio de Desarrollo de las Telecomunicaciones  suscrito con el Gobierno de Venezuela, el 10 de Octubre de 1990.",1177,1993-11-30
907-06,1993-01-26,Mensaje,Modifica diversas plantas de personal y establece otras normas en materia de personal en la Administración del Estado.,19269,1993-11-29
643-10,1992-03-26,Mensaje,ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE CHILE Y EL GOBIERNO DE LA REPUBLICA DE ARGENTINA PARA LA COOPERACION ENTRE CARABINEROS DE CHILE Y GENDARMERIA NACIONAL ARGENTINA.,1008,1993-11-29
725-10,1992-06-10,Mensaje,"Acuerdo que aprueba el convenio sobre cooperación financiera suscrito con el Gobierno de la República de Alemania, el 21 de Octubre de 1991.",1007,1993-11-29
639-10,1992-03-26,Mensaje,"APRUEBA EL CONVENIO BASICO DE COOPERACION Y CIENTIFICA CON LA REPUBLICA DE EL SALVADOR, SUSCRITO EN 30 DE AGOSTO DE 1991",1065,1993-11-27
1116-05,1993-11-09,Mensaje,"Reajusta remuneraciones de los funcionarios del Sector Público, concede aguinaldo de Navidad y otros beneficios de carácter pecuniario.",19267,1993-11-27
753-10,1992-07-28,Mensaje,"Prorroga el plazo durante el cual puede desarrollar sus funciones la Subcomisión Mixta de Trabajo Peruano-Chilena, dependiente de la Comisión para la Inspección, Reparación y Reposición de los Hitos de la Frontera Común.",1053,1993-11-26
521-10,1991-10-16,Mensaje,"ACUERDO RELATIVO AL CONVENIO BASICO DE INTEGRACION CULTURAL ENTRE LAS REPUBLICAS DE CHILE Y DE VENEZUELA, SUSCRITO EN CARACAS, EL 10 DE OCTUBRE DE 1990.",1016,1993-11-26
605-10,1992-01-21,Mensaje,"ACUERDO RELATIVO AL CONVENIO DE COOPERACION ECONOMICA Y TECNOLOGIA CON EL REINO DE LOS PAISES BAJOS, SUSCRITO EN SANTIAGO, EL 31 DE OCTUBRE DE 1990.",1012,1993-11-25
1093-07,1993-09-14,Moción,Concede por Gracia la nacionalidad chilena al Religioso señor Antonio Ronchi Berra.,19266,1993-11-22
1029-02,1993-07-07,Mensaje,Regula el régimen de remuneraciones del personal de la Dirección General de Aeronática Civil.,19261,1993-11-16
1102-13,1993-10-05,Mensaje,Modifica normas sobre reajustabilidad de pensiones de regimen previsionales que indica.,19262,1993-11-11
655-10,1992-04-08,Mensaje,Permite a nacionales de países limítrofes adquirir bienes raíces en zonas fronterizas.,19256,1993-11-11
1013-13,1993-06-15,Mensaje,Fija las normas aplicables al personal de las Corporaciones de Asistencia Judicial.,19263,1993-11-10
1096-05,1993-09-15,Mensaje,Presupuesto del Sector Público para el año 1994.,19259,1993-11-10
1083-05,1993-09-07,Mensaje,Autoriza al Banco Central de Chile la acuñación de monedas de plata conmemorativa de los 250 años de la fundación de la Casa de Moneda de Chile.,19257,1993-11-06
956-11,1993-04-06,Mensaje,"Otorga al personal de los servicios de urgencia de salud que indica, los beneficios que señala.",19264,1993-11-05
496-04,1991-09-17,Moción,"Autoriza un monumento en la ciudad de La Serena y otro en la ciudad de Vicuña, en memoria de nuestra poetisa y Premio Nóbel de Literatura, Gabriela Mistral.",19258,1993-11-04
670-03,1992-04-29,Mensaje,Faculta al SERNATUR para integrar personas jurídicas de derecho privado que tengan por finalidad la promoción del turismo en el exterior.,19255,1993-11-02
898-09,1993-01-07,Mensaje,"Modifica el D.F.L. 164, de 1991, del Ministerio de Obras Públicas, en relación con el Sistema de Concesión de Obras Públicas.",19252,1993-10-20
908-15,1993-01-27,Mensaje,Sustituye las plantas de personal de las subsecretarias dependientes del Ministerio de Transporte y Telecomunicaciones y de la Junta de Aeronaútica Civil.,19254,1993-10-11
514-01,1991-10-15,Mensaje,"Protección, fomento y desarrollo de los pueblos indígenas.",19253,1993-10-05
1058-11,1993-08-10,Mensaje,Otorga una bonificación compensatoria para los trabajadores que indica de establecimientos municipales de atención primaria de salud.,19251,1993-10-02
891-07,1992-12-17,Mensaje,Prorroga la vigencia de la Oficina Nacional de Retorno y modifica diversas disposiciones legales complementarias.,19248,1993-09-30
360-13,1991-05-21,Mensaje,"Modifica los Libros I, II y V del Código del Trabajo en relación con el contrato individual del trabajo, la protección de los trabajadores y la jurisdicción laboral, y otros textos legales..",19250,1993-09-30
1091-04,1993-09-14,Mensaje,"Concede beneficios a los integrantes de la Selección Nacional de Futbol ""Sub-17""",19249,1993-09-30
1032-05,1993-07-07,Mensaje,"Modifica disposiciones que indica de la ley sobre impuestos a la renta, modifica la tasa del impuesto al valor agregado y establece un beneficio a las donaciones con fines educacionales.",19247,1993-09-15
1080-05,1993-08-01,Mensaje,Otorga aguinaldo de Fiestas Patrias a los trabajadores que indica.,19246,1993-09-08
811-13,1992-10-08,Mensaje,Fija nueva planta de personal para la Dirección del Trabajo.,19240,1993-09-08
825-03,1992-10-20,Moción,"Desarrollo de proyectos industriales, para el recurso jurel, en el VIII Región.",19245,1993-09-04
351-04,1991-05-14,Moción,"Dispone erigir un monumento en homenaje al Premio Nóbel de Literatura don Pablo Neruda, en las ciudades de Parral y de Santiago",19244,1993-09-03
1031-05,1993-07-07,Mensaje,"Introduce modificaciones al D.L. Nº 3.625, de 1981, que regula bonificación a la contratación de mano de obra, y al artículo 24 de la ley Nº 18.591, que establece la vigencia de ese beneficio.",19242,1993-09-02
1073-05,1993-08-17,Mensaje,Otorga aguinaldo de Fiestas Patrias a los pensionados que indica.,19243,1993-09-01
930-04,1993-03-04,Mensaje,Crea Universidad de los Lagos,19238,1993-08-30
849-04,1992-11-03,Mensaje,Crea Universidad Tecnológica Metropolitana,19239,1993-08-30
625-07,1992-03-11,Moción,Perfecciona las normas relativas al delito de secuestro y sustracción de menores.,19241,1993-08-28
671-06,1992-04-29,Mensaje,Crea  Juzgados de Policía Local en las municipalidades que señala,19236,1993-08-21
948-07,1993-03-30,Mensaje,"Modifica la ley Nº 18.700, Orgánica  Constitucional sobre Votaciones  Populares y  Escrutinios.",19237,1993-08-20
1037-11,1993-07-20,Mensaje,"Modifica los Decretos  con fuerza de ley Nº 2, 7, 8, 10, 19, 25, 26, 27 Y 29, de 1992 del Ministerio de Salud.",19235,1993-08-13
761-13,1992-08-04,Mensaje,"Establece beneficios por gracia para personas exoneradas, en período que indica.",19234,1993-08-12
939-15,1993-03-17,Mensaje,Fija las plantas de personal de la Empresa Portuaria de Chile.,19231,1993-08-11
608-01,1992-01-28,Mensaje,Modifica la normativa legal de las comunidades agrícolas.,19233,1993-08-05
37-07,1990-04-30,Moción,Modifica Articulo 163 del Código Tributario,19232,1993-08-04
926-11,1993-03-03,Mensaje,"Otorga beneficios a los profesionales que indica, regidos por la ley Nº 15.076",19230,1993-07-16
714-14,1992-06-04,Mensaje,Permite al Fisco asumir algunos derechos y obligaciones pendientes de la ex-Asociación Nacional de Ahorro y Préstamo.,19229,1993-07-16
534-04,1991-12-04,Mensaje,Fomento del libro y la lectura.,19227,1993-07-10
991-13,1993-05-13,Mensaje,"Reajusta asignaciones familiares y maternal, subsidio familiar y pensiones asistenciales que indica.",19228,1993-07-02
399-07,1991-07-08,Moción,"Modifica el Art. 201 del Codigo de Procedimiento Civil, sobre deserción del recurso de apelación y el Art. 448 del Codigo de Procedimiento Penal, respecto a la contestación de la Acusación.",19225,1993-06-22
934-05,1993-03-09,Mensaje,Readecúa funcionalmente las plantas de personal del  Servicio de Impuestos Internos.,19226,1993-06-22
412-07,1991-07-16,Moción,Delito informático,19223,1993-06-07
66-07,1990-05-25,Moción,Fija la mayoría de edad a partir de los 18 años.,19221,1993-06-01
254-01,1991-01-08,Mensaje,Regula el establecimiento de bolsas de producto agropecuarios.,19220,1993-05-31
845-05,1992-10-29,Mensaje,Crea la Planta de Técnicos en el Servicio de Impuestos Internos.,19224,1993-05-31
906-05,1993-01-20,Mensaje,"Hace extensivo a Puerto Williams los beneficios establecidos en el artículo 36 del Decreto ley Nº 825, de 1974.",19217,1993-05-25
615-04,1992-03-11,Moción,"Dispone erigir un monumento en la ciudad de Calama, en memoria de don Radomiro Tomic Romero.",19219,1993-05-20
768-04,1992-08-12,Moción,"Instituye el día 18 de agosto de cada año, que se denominará `Día de la Solidaridad`, como homenaje en memoria del sacerdote Alberto Hurtado Cruchaga.",19218,1993-05-19
387-04,1991-06-18,Moción,"Dispone erigir dos monumentos, en las ciudades de Santiago y de Chillán, en memoria de don Claudio Arrau León.",19216,1993-05-19
624-07,1992-03-11,Moción,"Proyecto de ley que modifica el artículo 505, del Código de Procedimiento Penal, en lo relativo a la notificación de las sentencias judiciales.",19215,1993-05-17
606-13,1992-01-21,Mensaje,Crea un Fondo para la Capacitación y Formación Sindical.,19214,1993-05-06
574-01,1992-01-07,Mensaje,"Modifica la ley Nº 18.910, Orgánica del Instituto de Desarrollo Agropecuario.",19213,1993-05-04
682-07,1992-05-12,Mensaje,Crea una Dirección de Seguridad Publica e Informaciones.,19212,1993-04-30
